,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1345646000.0,1345143000.0,1370484000.0,1367913000.0
Capital Surplus,938784000.0,1001832000.0,1013287000.0,1074639000.0
Total Liab,11329681000.0,10335165000.0,9592945000.0,10533483000.0
Total Stockholder Equity,7962593000.0,7679521000.0,7230370000.0,7078326000.0
Minority Interest,438086000.0,443666000.0,425413000.0,427334000.0
Other Current Liab,664364000.0,439850000.0,384430000.0,336111000.0
Total Assets,19730360000.0,18458352000.0,17248728000.0,18039143000.0
Common Stock,3346000.0,3357000.0,3359000.0,3356000.0
Other Current Assets,1992888000.0,1553012000.0,1096417000.0,1847550000.0
Retained Earnings,7674639000.0,7238896000.0,6796259000.0,6530057000.0
Other Liab,943942000.0,930982000.0,802583000.0,813622000.0
Good Will,3874743000.0,3892134000.0,3804678000.0,3821609000.0
Treasury Stock,-654176000.0,-564564000.0,-582535000.0,-529726000.0
Other Assets,1779270000.0,1725907000.0,1595183000.0,1598459000.0
Cash,2767820000.0,2142820000.0,1910326000.0,1896188000.0
Total Current Liabilities,7435554000.0,6397981000.0,5772803000.0,7143983000.0
Deferred Long Term Asset Charges,83263000.0,93337000.0,90320000.0,91529000.0
Other Stockholder Equity,-654176000.0,-564564000.0,-582535000.0,-529726000.0
Property Plant Equipment,1809652000.0,1860671000.0,1889533000.0,1953166000.0
Total Current Assets,10075428000.0,8886889000.0,7906291000.0,8845631000.0
Long Term Investments,845621000.0,747608000.0,682559000.0,452365000.0
Net Tangible Assets,2742204000.0,2442244000.0,2055208000.0,1888804000.0
Net Receivables,4960038000.0,4863495000.0,4617890000.0,4806901000.0
Long Term Debt,1843849000.0,1854327000.0,1848346000.0,1380202000.0
Accounts Payable,2469640000.0,2449081000.0,2452634000.0,2678639000.0
Short Long Term Debt,,1181000.0,1402000.0,1514000.0
Deferred Long Term Liab,,,,13000000.0
