,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-3827000000.0,1956000000.0,-1857000000.0,-2083000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-3197000000.0,4362000000.0,-376000000.0,-2487000000.0
Net Borrowings,554000000.0,-2572000000.0,-1047000000.0,-863000000.0
Total Cash From Financing Activities,-890000000.0,-795000000.0,2481000000.0,2743000000.0
Change To Operating Activities,198000000.0,649000000.0,-754000000.0,-504000000.0
Net Income,377000000.0,-15000000.0,532000000.0,316000000.0
Change In Cash,-3510000000.0,4666000000.0,1994000000.0,320000000.0
Repurchase Of Stock,-500000000.0,-500000000.0,-5000000.0,-5000000.0
Total Cash From Operating Activities,577000000.0,1099000000.0,-111000000.0,64000000.0
Depreciation,25000000.0,203000000.0,71000000.0,109000000.0
Other Cashflows From Investing Activities,-20000000.0,97000000.0,21000000.0,33000000.0
Dividends Paid,-266000000.0,-186000000.0,-188000000.0,-183000000.0
Other Cashflows From Financing Activities,-679000000.0,1958000000.0,3236000000.0,3782000000.0
Change To Netincome,-39000000.0,304000000.0,29000000.0,151000000.0
Capital Expenditures,-58000000.0,-77000000.0,-22000000.0,-37000000.0
Issuance Of Stock,,5000000.0,5000000.0,5000000.0
