,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-3699000.0,35935000.0,-29828000.0,-54255000.0
Total Cashflows From Investing Activities,-14122000.0,-44155000.0,-106521000.0,-6370000.0
Net Borrowings,-1250000.0,-1250000.0,-1250000.0,-1250000.0
Total Cash From Financing Activities,1898000.0,2330000.0,995070000.0,4350000.0
Change To Operating Activities,-17203000.0,-42487000.0,-62321000.0,97727000.0
Issuance Of Stock,3148000.0,3580000.0,996320000.0,5600000.0
Net Income,68935000.0,73467000.0,76296000.0,67306000.0
Change In Cash,96524000.0,7136000.0,984348000.0,45025000.0
Total Cash From Operating Activities,108748000.0,48961000.0,95799000.0,47045000.0
Depreciation,46988000.0,36603000.0,25881000.0,20721000.0
Change To Inventory,-27949000.0,-6750000.0,12649000.0,8714000.0
Change To Account Receivables,-8049000.0,-89269000.0,32608000.0,-133279000.0
Change To Netincome,49725000.0,41462000.0,40514000.0,39611000.0
Capital Expenditures,-14122000.0,-10181000.0,-3717000.0,-6370000.0
