,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,2878000000.0,3043000000.0,3125000000.0,3257000000.0
Capital Surplus,10765000000.0,10748000000.0,10724000000.0,10713000000.0
Total Liab,27058000000.0,27599000000.0,27417000000.0,27654000000.0
Total Stockholder Equity,11526000000.0,10820000000.0,10515000000.0,10335000000.0
Minority Interest,48000000.0,112000000.0,105000000.0,121000000.0
Other Current Liab,16876000000.0,16238000000.0,16973000000.0,17404000000.0
Total Assets,38632000000.0,38531000000.0,38037000000.0,38110000000.0
Other Current Assets,16083000000.0,15406000000.0,15567000000.0,16206000000.0
Retained Earnings,3075000000.0,2434000000.0,2047000000.0,2015000000.0
Other Liab,2549000000.0,2666000000.0,2641000000.0,2661000000.0
Good Will,10986000000.0,11204000000.0,11131000000.0,11196000000.0
Treasury Stock,-2314000000.0,-2362000000.0,-2256000000.0,-2393000000.0
Other Assets,2104000000.0,2043000000.0,1956000000.0,1852000000.0
Cash,1960000000.0,2089000000.0,1647000000.0,1087000000.0
Total Current Liabilities,19020000000.0,19332000000.0,19220000000.0,19019000000.0
Short Long Term Debt,471000000.0,971000000.0,973000000.0,525000000.0
Other Stockholder Equity,-2311000000.0,-2359000000.0,-2253000000.0,-2390000000.0
Property Plant Equipment,1792000000.0,1916000000.0,1891000000.0,1883000000.0
Total Current Assets,20872000000.0,20301000000.0,19914000000.0,19922000000.0
Net Tangible Assets,-2338000000.0,-3427000000.0,-3741000000.0,-4118000000.0
Net Receivables,2691000000.0,2682000000.0,2259000000.0,2497000000.0
Long Term Debt,4632000000.0,4664000000.0,4641000000.0,5068000000.0
Accounts Payable,913000000.0,313000000.0,,274000000.0
Deferred Long Term Liab,,98000000.0,89000000.0,
Deferred Long Term Asset Charges,,95000000.0,81000000.0,
Long Term Investments,,24000000.0,20000000.0,
