,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,7707000000.0,7857000000.0,11144000000.0,11528000000.0
Capital Surplus,49681000000.0,49964000000.0,50039000000.0,50219000000.0
Total Liab,18375000000.0,20099000000.0,31834000000.0,34023000000.0
Total Stockholder Equity,26877000000.0,27188000000.0,38504000000.0,37559000000.0
Minority Interest,587000000.0,517000000.0,566000000.0,559000000.0
Deferred Long Term Liab,555000000.0,500000000.0,370000000.0,328000000.0
Other Current Liab,682000000.0,638000000.0,708000000.0,826000000.0
Total Assets,45839000000.0,47804000000.0,70904000000.0,72141000000.0
Common Stock,5000000.0,5000000.0,7000000.0,7000000.0
Other Current Assets,1062000000.0,1047000000.0,1146000000.0,1161000000.0
Retained Earnings,-22783000000.0,-22618000000.0,-11586000000.0,-11808000000.0
Other Liab,3487000000.0,3487000000.0,4857000000.0,4772000000.0
Good Will,18565000000.0,18511000000.0,30244000000.0,29690000000.0
Treasury Stock,-26000000.0,-163000000.0,44000000.0,-859000000.0
Other Assets,738000000.0,677000000.0,6934000000.0,7035000000.0
Cash,3962000000.0,4384000000.0,2544000000.0,4008000000.0
Total Current Liabilities,3940000000.0,5667000000.0,4699000000.0,6984000000.0
Deferred Long Term Asset Charges,183000000.0,177000000.0,234000000.0,237000000.0
Other Stockholder Equity,-26000000.0,-163000000.0,44000000.0,-859000000.0
Property Plant Equipment,7269000000.0,7160000000.0,10622000000.0,10307000000.0
Total Current Assets,10492000000.0,12540000000.0,10877000000.0,12606000000.0
Long Term Investments,1068000000.0,1059000000.0,1083000000.0,975000000.0
Net Tangible Assets,605000000.0,820000000.0,-2884000000.0,-3659000000.0
Net Receivables,2826000000.0,2609000000.0,3461000000.0,3535000000.0
Long Term Debt,10625000000.0,10623000000.0,21804000000.0,21802000000.0
Inventory,2642000000.0,2499000000.0,3726000000.0,3902000000.0
Accounts Payable,2349000000.0,2219000000.0,2964000000.0,2685000000.0
Short Long Term Debt,,1997000000.0,5000000.0,
Short Term Investments,,2001000000.0,,
